2.6583    2.6375
2.8194    2.1438
2.8194    2.1719
2.8194    2.176
2.8194    2.1896
2.8194    2.5774
2.8194    2.5908
2.8194    2.592
2.8194    2.6218
2.9805    2.1342
2.9805    2.1564
2.9805    2.161
2.9805    2.1681
2.9805    2.5674
2.9805    2.5832
2.9805    2.5833
2.9805    2.6106
2.9805    2.6426
3.1416    2.1323
3.1416    2.1511
3.1416    2.1557
3.1416    2.1598
3.1416    2.5642
3.1416    2.5806
3.1416    2.5814
3.1416    2.606
3.1416    2.6488
