-3.1416    2.1323
-3.1416    2.1511
-3.1416    2.1557
-3.1416    2.1598
-3.1416    2.5642
-3.1416    2.5806
-3.1416    2.5814
-3.1416    2.606
-3.1416    2.6488
-2.9805    2.1342
-2.9805    2.1564
-2.9805    2.161
-2.9805    2.1681
-2.9805    2.5674
-2.9805    2.5832
-2.9805    2.5833
-2.9805    2.6106
-2.8194    2.1438
-2.8194    2.1719
-2.8194    2.176
-2.8194    2.1896
-2.8194    2.5774
-2.8194    2.5909
-2.8194    2.592
-2.8194    2.6218
-2.6583    2.1654
-2.6583    2.1971
-2.6583    2.2004
-2.6583    2.2195
-2.6583    2.5925
-2.6583    2.6072
-2.6583    2.608
-2.6583    2.6375
-2.4972    2.2001
-2.4972    2.2315
-2.4972    2.234
-2.4972    2.255
-2.4972    2.6113
-2.4972    2.6317
-2.4972    2.6339
-2.3361    2.2473
-2.3361    2.2748
-2.3361    2.2766
-2.3361    2.2947
-2.3361    2.6365
-2.1749    2.3039
-2.1749    2.3267
-2.1749    2.3276
-2.1749    2.34
-2.0138    2.3624
-2.0138    2.3861
-2.0138    2.3888
-2.0138    2.395
-1.8527    1.8473
-1.8527    2.4202
-1.8527    2.4512
-1.8527    2.4548
-1.8527    2.4648
-1.6916    2.4828
-1.6916    2.5195
-1.6916    2.5207
-1.6916    2.5425
-1.6916    2.6131
-1.6916    2.6184
-1.5305    2.5511
-1.5305    2.5665
-1.5305    2.5856
-1.5305    2.588
-1.5305    2.6164
-1.3694    2.5203
-1.3694    2.6171
-1.3694    2.6336
-1.3694    2.638
-1.2083    2.2389
-1.2083    2.4818
-1.2083    2.5854
-1.2083    2.5877
-1.2083    2.6165
-1.2083    2.6224
-1.0472    1.6861
-1.0472    2.4502
-1.0472    2.5216
-1.0472    2.5226
-1.0472    2.5705
-1.0472    2.573
-0.88609    2.4258
-0.88609    2.4594
-0.88609    2.4596
-0.88609    2.5233
-0.88609    2.5269
-0.88609    2.5899
-0.72498    2.402
-0.72498    2.4024
-0.72498    2.4098
-0.72498    2.4558
-0.72498    2.4822
-0.72498    2.4829
-0.72498    2.6395
-0.72498    2.6517
-0.56388    2.3332
-0.56388    2.3542
-0.56388    2.3557
-0.56388    2.3989
-0.56388    2.4407
-0.56388    2.442
-0.56388    2.6075
-0.56388    2.6168
-0.56388    2.6211
-0.40277    2.228
-0.40277    2.3168
-0.40277    2.3178
-0.40277    2.3944
-0.40277    2.4072
-0.40277    2.4081
-0.40277    2.5644
-0.40277    2.5932
-0.40277    2.6013
-0.24166    2.1496
-0.24166    2.2913
-0.24166    2.292
-0.24166    2.3819
-0.24166    2.3829
-0.24166    2.3967
-0.24166    2.5313
-0.24166    2.5785
-0.24166    2.5874
-0.24166    2.6541
-0.080554    2.1076
-0.080554    2.2783
-0.080554    2.2789
-0.080554    2.3685
-0.080554    2.3709
-0.080554    2.3986
-0.080554    2.5128
-0.080554    2.5709
-0.080554    2.5798
-0.080554    2.6307
-0.080554    2.6482
0.080554    2.1076
0.080554    2.2783
0.080554    2.2789
0.080554    2.3685
0.080554    2.3709
0.080554    2.3986
0.080554    2.5128
0.080554    2.5709
0.080554    2.5798
0.080554    2.6306
0.080554    2.6482
0.24166    2.1496
0.24166    2.2913
0.24166    2.292
0.24166    2.3819
0.24166    2.3829
0.24166    2.3966
0.24166    2.5313
0.24166    2.5785
0.24166    2.5874
0.24166    2.6534
0.40277    2.228
0.40277    2.3168
0.40277    2.3178
0.40277    2.3944
0.40277    2.4072
0.40277    2.4081
0.40277    2.5644
0.40277    2.5932
0.40277    2.6013
0.56388    2.3332
0.56388    2.3542
0.56388    2.3557
0.56388    2.3989
0.56388    2.4407
0.56388    2.442
0.56388    2.6075
0.56388    2.6169
0.56388    2.6211
0.72498    2.402
0.72498    2.4024
0.72498    2.4098
0.72498    2.4558
0.72498    2.4822
0.72498    2.4829
0.72498    2.6395
0.72498    2.6521
0.88609    2.4258
0.88609    2.4594
0.88609    2.4596
0.88609    2.5233
0.88609    2.5269
0.88609    2.5899
1.0472    2.4502
1.0472    2.5216
1.0472    2.5226
1.0472    2.5705
1.0472    2.573
1.2083    2.4818
1.2083    2.5854
1.2083    2.5877
1.2083    2.6165
1.2083    2.6224
1.3694    2.5203
1.3694    2.617
1.3694    2.6341
1.3694    2.6382
1.5305    2.5511
1.5305    2.5665
1.5305    2.5856
1.5305    2.588
1.5305    2.6164
1.6916    2.4828
1.6916    2.5195
1.6916    2.5207
1.6916    2.5425
1.6916    2.6184
1.8527    2.4202
1.8527    2.4512
1.8527    2.4548
1.8527    2.4648
2.0138    2.3624
2.0138    2.3861
2.0138    2.3888
2.0138    2.395
2.1749    2.3039
2.1749    2.3267
2.1749    2.3276
2.1749    2.34
2.3361    2.2473
2.3361    2.2748
2.3361    2.2765
2.3361    2.2947
2.3361    2.6365
2.4972    2.2002
2.4972    2.2315
2.4972    2.234
2.4972    2.255
2.4972    2.6113
2.4972    2.6317
2.4972    2.6335
2.6583    2.1654
2.6583    2.1971
2.6583    2.2004
2.6583    2.2195
2.6583    2.5925
2.6583    2.6072
2.6583    2.608
