x,y
-3.14159265358979,-0.9820759
-3.14159265358979,-0.9352402
-3.14159265358979,-0.8834458
-3.14159265358979,-0.83175
-3.14159265358979,2.212301
-3.14159265358979,2.230011
-3.14159265358979,2.241842
-3.14159265358979,2.2678
-3.14159265358979,2.634423
-3.14159265358979,2.66218
-3.14159265358979,2.664686
-3.14159265358979,2.69701
-3.14159265358979,2.79231
-3.14159265358979,2.831515
-3.14159265358979,2.839251
-3.14159265358979,2.885403
-3.14159265358979,3.027535
-3.14159265358979,3.033197
-3.14159265358979,3.056119
-3.14159265358979,3.096147
-3.14159265358979,3.172083
-2.98048533802109,-2.337705
-2.98048533802109,-2.327289
-2.98048533802109,-2.245588
-2.98048533802109,-2.240521
-2.98048533802109,-2.236862
-2.98048533802109,-2.21203
-2.98048533802109,-2.155544
-2.98048533802109,-2.124024
-2.98048533802109,-2.069967
-2.98048533802109,-2.001625
-2.98048533802109,-1.964891
-2.98048533802109,-1.954454
-2.98048533802109,-1.922163
-2.98048533802109,-1.899303
-2.98048533802109,-1.893451
-2.98048533802109,-1.88091
-2.98048533802109,-1.860835
-2.98048533802109,-1.858577
-2.98048533802109,-1.846583
-2.98048533802109,-1.829959
-2.98048533802109,-1.782182
-2.98048533802109,-1.746067
-2.98048533802109,-1.71673
-2.98048533802109,-1.699352
-2.98048533802109,-1.644347
-2.98048533802109,-1.631559
-2.98048533802109,-1.617053
-2.98048533802109,-1.613532
-2.98048533802109,-1.590916
-2.98048533802109,-1.583318
-2.98048533802109,-1.565399
-2.98048533802109,-1.54635
-2.98048533802109,-1.538315
-2.98048533802109,-1.512592
-2.98048533802109,-1.508215
-2.98048533802109,-1.494463
-2.98048533802109,-1.488414
-2.98048533802109,-1.449206
-2.98048533802109,-1.432235
-2.98048533802109,-1.410636
-2.98048533802109,-1.392655
-2.98048533802109,-1.39026
-2.98048533802109,-1.37345
-2.98048533802109,-1.358818
-2.98048533802109,-1.350102
-2.98048533802109,-1.333415
-2.98048533802109,-1.31298
-2.98048533802109,-1.297228
-2.98048533802109,-1.293887
-2.98048533802109,-1.274089
-2.98048533802109,-1.258636
-2.98048533802109,-1.254693
-2.98048533802109,-1.248608
-2.98048533802109,-1.24822
-2.98048533802109,-1.238852
-2.98048533802109,-1.230076
-2.98048533802109,-1.218048
-2.98048533802109,-1.217986
-2.98048533802109,-1.208557
-2.98048533802109,-1.202688
-2.98048533802109,-1.193624
-2.98048533802109,-1.178944
-2.98048533802109,-1.155321
-2.98048533802109,-1.155023
-2.98048533802109,-1.145903
-2.98048533802109,-1.134817
-2.98048533802109,-1.13426
-2.98048533802109,-1.119935
-2.98048533802109,-1.113029
-2.98048533802109,-1.107587
-2.98048533802109,-1.078437
-2.98048533802109,-1.078369
-2.98048533802109,-1.068879
-2.98048533802109,-1.062839
-2.98048533802109,-1.056082
-2.98048533802109,-1.052939
-2.98048533802109,-0.9895945
-2.98048533802109,-0.9731003
-2.98048533802109,-0.9279514
-2.98048533802109,-0.8741627
-2.98048533802109,-0.8269583
-2.98048533802109,2.203869
-2.98048533802109,2.245965
-2.98048533802109,2.246119
-2.98048533802109,2.273049
-2.98048533802109,2.621173
-2.98048533802109,2.657339
-2.98048533802109,2.677813
-2.98048533802109,2.700444
-2.98048533802109,2.801625
-2.98048533802109,2.837911
-2.98048533802109,2.844455
-2.98048533802109,2.886685
-2.98048533802109,3.010288
-2.98048533802109,3.04465
-2.98048533802109,3.052675
-2.98048533802109,3.093047
-2.98048533802109,3.164636
-2.98048533802109,3.191036
-2.98048533802109,3.216934
-2.81937802245238,-2.404254
-2.81937802245238,-2.380929
-2.81937802245238,-2.352138
-2.81937802245238,-2.319463
-2.81937802245238,-2.275879
-2.81937802245238,-2.247259
-2.81937802245238,-2.227884
-2.81937802245238,-2.220094
-2.81937802245238,-2.146457
-2.81937802245238,-2.117572
-2.81937802245238,-2.068004
-2.81937802245238,-2.017199
-2.81937802245238,-1.989988
-2.81937802245238,-1.964917
-2.81937802245238,-1.942083
-2.81937802245238,-1.932057
-2.81937802245238,-1.905475
-2.81937802245238,-1.88456
-2.81937802245238,-1.869492
-2.81937802245238,-1.862468
-2.81937802245238,-1.844102
-2.81937802245238,-1.827317
-2.81937802245238,-1.799391
-2.81937802245238,-1.724622
-2.81937802245238,-1.706282
-2.81937802245238,-1.6993
-2.81937802245238,-1.679379
-2.81937802245238,-1.660038
-2.81937802245238,-1.645112
-2.81937802245238,-1.643017
-2.81937802245238,-1.622265
-2.81937802245238,-1.613937
-2.81937802245238,-1.584865
-2.81937802245238,-1.574342
-2.81937802245238,-1.556085
-2.81937802245238,-1.539529
-2.81937802245238,-1.535501
-2.81937802245238,-1.510432
-2.81937802245238,-1.482615
-2.81937802245238,-1.461224
-2.81937802245238,-1.444899
-2.81937802245238,-1.42429
-2.81937802245238,-1.422744
-2.81937802245238,-1.38484
-2.81937802245238,-1.382134
-2.81937802245238,-1.363414
-2.81937802245238,-1.355143
-2.81937802245238,-1.354297
-2.81937802245238,-1.34822
-2.81937802245238,-1.331379
-2.81937802245238,-1.313119
-2.81937802245238,-1.301939
-2.81937802245238,-1.294066
-2.81937802245238,-1.285331
-2.81937802245238,-1.279295
-2.81937802245238,-1.276668
-2.81937802245238,-1.24323
-2.81937802245238,-1.23697
-2.81937802245238,-1.229411
-2.81937802245238,-1.214825
-2.81937802245238,-1.200141
-2.81937802245238,-1.18737
-2.81937802245238,-1.181296
-2.81937802245238,-1.180157
-2.81937802245238,-1.162748
-2.81937802245238,-1.149123
-2.81937802245238,-1.145661
-2.81937802245238,-1.121953
-2.81937802245238,-1.115034
-2.81937802245238,-1.092742
-2.81937802245238,-1.086712
-2.81937802245238,-1.070679
-2.81937802245238,-1.069358
-2.81937802245238,-1.041376
-2.81937802245238,-1.031378
-2.81937802245238,-1.000235
-2.81937802245238,-0.9875272
-2.81937802245238,-0.9849901
-2.81937802245238,-0.9666802
-2.81937802245238,-0.9510142
-2.81937802245238,-0.8982449
-2.81937802245238,-0.8535315
-2.81937802245238,-0.8093403
-2.81937802245238,2.201876
-2.81937802245238,2.258121
-2.81937802245238,2.26813
-2.81937802245238,2.28908
-2.81937802245238,2.606791
-2.81937802245238,2.651285
-2.81937802245238,2.691015
-2.81937802245238,2.713292
-2.81937802245238,2.819018
-2.81937802245238,2.853959
-2.81937802245238,2.860425
-2.81937802245238,2.890455
-2.81937802245238,2.990293
-2.81937802245238,3.043214
-2.81937802245238,3.051152
-2.81937802245238,3.085645
-2.81937802245238,3.15353
-2.65827070688367,-2.31926
-2.65827070688367,-2.316861
-2.65827070688367,-2.252344
-2.65827070688367,-2.216603
-2.65827070688367,-2.208844
-2.65827070688367,-2.144565
-2.65827070688367,-2.122281
-2.65827070688367,-2.066764
-2.65827070688367,-2.032625
-2.65827070688367,-2.028686
-2.65827070688367,-2.001294
-2.65827070688367,-1.99387
-2.65827070688367,-1.934765
-2.65827070688367,-1.918145
-2.65827070688367,-1.896621
-2.65827070688367,-1.882584
-2.65827070688367,-1.874716
-2.65827070688367,-1.85531
-2.65827070688367,-1.836579
-2.65827070688367,-1.7686
-2.65827070688367,-1.767161
-2.65827070688367,-1.73389
-2.65827070688367,-1.720023
-2.65827070688367,-1.690591
-2.65827070688367,-1.682953
-2.65827070688367,-1.671121
-2.65827070688367,-1.66306
-2.65827070688367,-1.63301
-2.65827070688367,-1.61324
-2.65827070688367,-1.604574
-2.65827070688367,-1.603087
-2.65827070688367,-1.586825
-2.65827070688367,-1.584447
-2.65827070688367,-1.565557
-2.65827070688367,-1.552274
-2.65827070688367,-1.543764
-2.65827070688367,-1.50267
-2.65827070688367,-1.47276
-2.65827070688367,-1.4344
-2.65827070688367,-1.434294
-2.65827070688367,-1.420972
-2.65827070688367,-1.417548
-2.65827070688367,-1.40542
-2.65827070688367,-1.400357
-2.65827070688367,-1.394024
-2.65827070688367,-1.366384
-2.65827070688367,-1.359219
-2.65827070688367,-1.340776
-2.65827070688367,-1.324694
-2.65827070688367,-1.299045
-2.65827070688367,-1.290442
-2.65827070688367,-1.270001
-2.65827070688367,-1.266256
-2.65827070688367,-1.259421
-2.65827070688367,-1.258286
-2.65827070688367,-1.242245
-2.65827070688367,-1.233112
-2.65827070688367,-1.223086
-2.65827070688367,-1.20039
-2.65827070688367,-1.195436
-2.65827070688367,-1.177073
-2.65827070688367,-1.158167
-2.65827070688367,-1.136571
-2.65827070688367,-1.124747
-2.65827070688367,-1.08079
-2.65827070688367,-1.07051
-2.65827070688367,-1.051141
-2.65827070688367,-1.044352
-2.65827070688367,-1.031948
-2.65827070688367,-1.022274
-2.65827070688367,-1.004023
-2.65827070688367,-0.9786836
-2.65827070688367,-0.96691
-2.65827070688367,-0.942546
-2.65827070688367,-0.9360498
-2.65827070688367,-0.8997242
-2.65827070688367,-0.889857
-2.65827070688367,-0.8591562
-2.65827070688367,-0.826519
-2.65827070688367,-0.7772689
-2.65827070688367,2.214356
-2.65827070688367,2.275991
-2.65827070688367,2.288636
-2.65827070688367,2.310346
-2.65827070688367,2.605839
-2.65827070688367,2.655391
-2.65827070688367,2.700141
-2.65827070688367,2.728879
-2.65827070688367,2.833436
-2.65827070688367,2.870482
-2.65827070688367,2.880757
-2.65827070688367,2.896305
-2.65827070688367,2.977678
-2.65827070688367,3.033453
-2.65827070688367,3.053903
-2.65827070688367,3.075269
-2.65827070688367,3.145505
-2.65827070688367,3.189579
-2.65827070688367,3.209972
-2.65827070688367,3.231641
-2.49716339131496,-2.337276
-2.49716339131496,-2.321316
-2.49716339131496,-2.241645
-2.49716339131496,-2.216858
-2.49716339131496,-2.186328
-2.49716339131496,-2.167748
-2.49716339131496,-2.133972
-2.49716339131496,-2.105505
-2.49716339131496,-2.06563
-2.49716339131496,-2.047969
-2.49716339131496,-2.028814
-2.49716339131496,-2.023562
-2.49716339131496,-1.956281
-2.49716339131496,-1.926796
-2.49716339131496,-1.918893
-2.49716339131496,-1.897792
-2.49716339131496,-1.890226
-2.49716339131496,-1.851666
-2.49716339131496,-1.847416
-2.49716339131496,-1.819039
-2.49716339131496,-1.803887
-2.49716339131496,-1.750902
-2.49716339131496,-1.736204
-2.49716339131496,-1.71293
-2.49716339131496,-1.697434
-2.49716339131496,-1.683368
-2.49716339131496,-1.680315
-2.49716339131496,-1.659041
-2.49716339131496,-1.650395
-2.49716339131496,-1.649606
-2.49716339131496,-1.625335
-2.49716339131496,-1.623378
-2.49716339131496,-1.597297
-2.49716339131496,-1.597048
-2.49716339131496,-1.565619
-2.49716339131496,-1.56454
-2.49716339131496,-1.525781
-2.49716339131496,-1.510762
-2.49716339131496,-1.49962
-2.49716339131496,-1.485574
-2.49716339131496,-1.477364
-2.49716339131496,-1.472482
-2.49716339131496,-1.463751
-2.49716339131496,-1.463299
-2.49716339131496,-1.427958
-2.49716339131496,-1.410646
-2.49716339131496,-1.381968
-2.49716339131496,-1.346018
-2.49716339131496,-1.326458
-2.49716339131496,-1.308691
-2.49716339131496,-1.305892
-2.49716339131496,-1.298274
-2.49716339131496,-1.297601
-2.49716339131496,-1.262611
-2.49716339131496,-1.259162
-2.49716339131496,-1.242608
-2.49716339131496,-1.234882
-2.49716339131496,-1.210233
-2.49716339131496,-1.201366
-2.49716339131496,-1.17727
-2.49716339131496,-1.163318
-2.49716339131496,-1.155288
-2.49716339131496,-1.140407
-2.49716339131496,-1.129079
-2.49716339131496,-1.059679
-2.49716339131496,-1.023149
-2.49716339131496,-1.020516
-2.49716339131496,-0.9950611
-2.49716339131496,-0.9911197
-2.49716339131496,-0.9861978
-2.49716339131496,-0.9523562
-2.49716339131496,-0.9367444
-2.49716339131496,-0.9026272
-2.49716339131496,-0.890645
-2.49716339131496,-0.8799254
-2.49716339131496,-0.8427034
-2.49716339131496,-0.8395265
-2.49716339131496,-0.7948267
-2.49716339131496,-0.7839387
-2.49716339131496,-0.7360102
-2.49716339131496,2.241926
-2.49716339131496,2.298297
-2.49716339131496,2.309048
-2.49716339131496,2.329333
-2.49716339131496,2.622916
-2.49716339131496,2.672975
-2.49716339131496,2.709808
-2.49716339131496,2.738422
-2.49716339131496,2.843779
-2.49716339131496,2.877748
-2.49716339131496,2.889584
-2.49716339131496,2.908496
-2.49716339131496,2.981118
-2.49716339131496,3.031036
-2.49716339131496,3.048988
-2.49716339131496,3.06193
-2.49716339131496,3.13798
-2.49716339131496,3.17404
-2.49716339131496,3.200102
-2.49716339131496,3.208366
-2.33605607574626,-2.317138
-2.33605607574626,-2.313517
-2.33605607574626,-2.256442
-2.33605607574626,-2.223281
-2.33605607574626,-2.195353
-2.33605607574626,-2.169849
-2.33605607574626,-2.166032
-2.33605607574626,-2.12441
-2.33605607574626,-2.080396
-2.33605607574626,-2.079516
-2.33605607574626,-2.056587
-2.33605607574626,-2.051067
-2.33605607574626,-1.984781
-2.33605607574626,-1.958299
-2.33605607574626,-1.918733
-2.33605607574626,-1.909808
-2.33605607574626,-1.900585
-2.33605607574626,-1.880972
-2.33605607574626,-1.858547
-2.33605607574626,-1.848109
-2.33605607574626,-1.806971
-2.33605607574626,-1.780648
-2.33605607574626,-1.779347
-2.33605607574626,-1.750443
-2.33605607574626,-1.746316
-2.33605607574626,-1.736788
-2.33605607574626,-1.717706
-2.33605607574626,-1.696369
-2.33605607574626,-1.684969
-2.33605607574626,-1.66855
-2.33605607574626,-1.640168
-2.33605607574626,-1.638988
-2.33605607574626,-1.617923
-2.33605607574626,-1.613896
-2.33605607574626,-1.582759
-2.33605607574626,-1.576505
-2.33605607574626,-1.562757
-2.33605607574626,-1.558137
-2.33605607574626,-1.540055
-2.33605607574626,-1.532302
-2.33605607574626,-1.522689
-2.33605607574626,-1.504304
-2.33605607574626,-1.500477
-2.33605607574626,-1.492907
-2.33605607574626,-1.47813
-2.33605607574626,-1.454596
-2.33605607574626,-1.405484
-2.33605607574626,-1.394501
-2.33605607574626,-1.384123
-2.33605607574626,-1.372655
-2.33605607574626,-1.322519
-2.33605607574626,-1.320439
-2.33605607574626,-1.317903
-2.33605607574626,-1.274861
-2.33605607574626,-1.272912
-2.33605607574626,-1.230977
-2.33605607574626,-1.214582
-2.33605607574626,-1.182334
-2.33605607574626,-1.17183
-2.33605607574626,-1.161716
-2.33605607574626,-1.158423
-2.33605607574626,-1.151116
-2.33605607574626,-1.1318
-2.33605607574626,-1.112274
-2.33605607574626,-1.04898
-2.33605607574626,-1.022863
-2.33605607574626,-1.020069
-2.33605607574626,-0.9846014
-2.33605607574626,-0.932975
-2.33605607574626,-0.9141356
-2.33605607574626,-0.888407
-2.33605607574626,-0.8870836
-2.33605607574626,-0.8499473
-2.33605607574626,-0.8402238
-2.33605607574626,-0.824071
-2.33605607574626,-0.8020941
-2.33605607574626,-0.7769851
-2.33605607574626,-0.7268972
-2.33605607574626,-0.7244713
-2.33605607574626,-0.6839569
-2.33605607574626,2.28215
-2.33605607574626,2.32478
-2.33605607574626,2.325439
-2.33605607574626,2.350805
-2.33605607574626,2.655104
-2.33605607574626,2.697848
-2.33605607574626,2.715643
-2.33605607574626,2.741477
-2.33605607574626,2.849928
-2.33605607574626,2.88052
-2.33605607574626,2.894019
-2.33605607574626,2.923747
-2.33605607574626,2.994922
-2.33605607574626,3.007501
-2.33605607574626,3.029215
-2.33605607574626,3.061397
-2.33605607574626,3.132456
-2.33605607574626,3.154528
-2.33605607574626,3.18107
-2.33605607574626,3.206464
-2.17494876017755,-2.256438
-2.17494876017755,-2.238187
-2.17494876017755,-2.223141
-2.17494876017755,-2.174746
-2.17494876017755,-2.155617
-2.17494876017755,-2.126551
-2.17494876017755,-2.108003
-2.17494876017755,-2.103756
-2.17494876017755,-2.074476
-2.17494876017755,-2.070031
-2.17494876017755,-2.010998
-2.17494876017755,-1.98319
-2.17494876017755,-1.938747
-2.17494876017755,-1.928116
-2.17494876017755,-1.921986
-2.17494876017755,-1.903992
-2.17494876017755,-1.881043
-2.17494876017755,-1.857437
-2.17494876017755,-1.845424
-2.17494876017755,-1.833955
-2.17494876017755,-1.805155
-2.17494876017755,-1.79819
-2.17494876017755,-1.774763
-2.17494876017755,-1.759438
-2.17494876017755,-1.745869
-2.17494876017755,-1.742463
-2.17494876017755,-1.706359
-2.17494876017755,-1.698611
-2.17494876017755,-1.678481
-2.17494876017755,-1.669908
-2.17494876017755,-1.654408
-2.17494876017755,-1.640024
-2.17494876017755,-1.633563
-2.17494876017755,-1.625625
-2.17494876017755,-1.59954
-2.17494876017755,-1.591372
-2.17494876017755,-1.590284
-2.17494876017755,-1.556641
-2.17494876017755,-1.547141
-2.17494876017755,-1.528372
-2.17494876017755,-1.503826
-2.17494876017755,-1.500923
-2.17494876017755,-1.485113
-2.17494876017755,-1.474988
-2.17494876017755,-1.46031
-2.17494876017755,-1.446303
-2.17494876017755,-1.434389
-2.17494876017755,-1.417586
-2.17494876017755,-1.348973
-2.17494876017755,-1.338943
-2.17494876017755,-1.331253
-2.17494876017755,-1.304617
-2.17494876017755,-1.297298
-2.17494876017755,-1.235491
-2.17494876017755,-1.218136
-2.17494876017755,-1.185386
-2.17494876017755,-1.168053
-2.17494876017755,-1.166975
-2.17494876017755,-1.147023
-2.17494876017755,-1.139581
-2.17494876017755,-1.087779
-2.17494876017755,-1.04954
-2.17494876017755,-1.032336
-2.17494876017755,-1.031782
-2.17494876017755,-1.004069
-2.17494876017755,-0.9894183
-2.17494876017755,-0.91105
-2.17494876017755,-0.8748427
-2.17494876017755,-0.8331077
-2.17494876017755,-0.8319274
-2.17494876017755,-0.8163469
-2.17494876017755,-0.7847088
-2.17494876017755,-0.7638756
-2.17494876017755,-0.7468402
-2.17494876017755,-0.7032955
-2.17494876017755,-0.6754813
-2.17494876017755,-0.659448
-2.17494876017755,-0.6178902
-2.17494876017755,2.32398
-2.17494876017755,2.344244
-2.17494876017755,2.355292
-2.17494876017755,2.379741
-2.17494876017755,2.683135
-2.17494876017755,2.715
-2.17494876017755,2.716973
-2.17494876017755,2.746137
-2.17494876017755,2.862098
-2.17494876017755,2.885829
-2.17494876017755,2.908187
-2.17494876017755,2.933023
-2.17494876017755,2.944187
-2.17494876017755,3.002201
-2.17494876017755,3.014501
-2.17494876017755,3.070995
-2.17494876017755,3.127499
-2.17494876017755,3.154276
-2.17494876017755,3.166694
-2.17494876017755,3.211731
-2.17494876017755,3.213993
-2.17494876017755,3.243367
-2.01384144460884,-2.188268
-2.01384144460884,-2.170259
-2.01384144460884,-2.160038
-2.01384144460884,-2.126844
-2.01384144460884,-2.102999
-2.01384144460884,-2.085404
-2.01384144460884,-2.069524
-2.01384144460884,-2.017388
-2.01384144460884,-1.989531
-2.01384144460884,-1.977413
-2.01384144460884,-1.959298
-2.01384144460884,-1.933163
-2.01384144460884,-1.930187
-2.01384144460884,-1.922041
-2.01384144460884,-1.91763
-2.01384144460884,-1.883959
-2.01384144460884,-1.8538
-2.01384144460884,-1.847384
-2.01384144460884,-1.819873
-2.01384144460884,-1.811944
-2.01384144460884,-1.774841
-2.01384144460884,-1.761608
-2.01384144460884,-1.757542
-2.01384144460884,-1.728085
-2.01384144460884,-1.726557
-2.01384144460884,-1.717843
-2.01384144460884,-1.710983
-2.01384144460884,-1.704871
-2.01384144460884,-1.703056
-2.01384144460884,-1.672865
-2.01384144460884,-1.666413
-2.01384144460884,-1.657555
-2.01384144460884,-1.609842
-2.01384144460884,-1.609625
-2.01384144460884,-1.581476
-2.01384144460884,-1.564371
-2.01384144460884,-1.555195
-2.01384144460884,-1.544403
-2.01384144460884,-1.532019
-2.01384144460884,-1.52675
-2.01384144460884,-1.49639
-2.01384144460884,-1.483856
-2.01384144460884,-1.476086
-2.01384144460884,-1.434991
-2.01384144460884,-1.405335
-2.01384144460884,-1.385576
-2.01384144460884,-1.377763
-2.01384144460884,-1.355629
-2.01384144460884,-1.323518
-2.01384144460884,-1.292565
-2.01384144460884,-1.254576
-2.01384144460884,-1.250104
-2.01384144460884,-1.204341
-2.01384144460884,-1.176884
-2.01384144460884,-1.161255
-2.01384144460884,-1.156295
-2.01384144460884,-1.102164
-2.01384144460884,-1.060346
-2.01384144460884,-1.049964
-2.01384144460884,-0.9935403
-2.01384144460884,-0.9928923
-2.01384144460884,-0.9917964
-2.01384144460884,-0.9730111
-2.01384144460884,-0.9115949
-2.01384144460884,-0.8582964
-2.01384144460884,-0.8152738
-2.01384144460884,-0.7908744
-2.01384144460884,-0.7781109
-2.01384144460884,-0.741192
-2.01384144460884,-0.6872037
-2.01384144460884,-0.6717324
-2.01384144460884,-0.6342116
-2.01384144460884,-0.6315558
-2.01384144460884,-0.592845
-2.01384144460884,-0.550528
-2.01384144460884,2.345092
-2.01384144460884,2.386055
-2.01384144460884,2.387807
-2.01384144460884,2.413482
-2.01384144460884,2.674263
-2.01384144460884,2.716292
-2.01384144460884,2.726284
-2.01384144460884,2.75295
-2.01384144460884,2.871405
-2.01384144460884,2.882007
-2.01384144460884,2.908152
-2.01384144460884,2.926596
-2.01384144460884,2.936259
-2.01384144460884,2.996198
-2.01384144460884,3.005469
-2.01384144460884,3.094682
-2.01384144460884,3.123375
-2.01384144460884,3.167697
-2.01384144460884,3.176705
-2.01384144460884,3.205562
-2.01384144460884,3.215991
-2.01384144460884,3.225997
-2.01384144460884,3.239927
-2.01384144460884,3.239975
-2.01384144460884,3.247126
-1.85273412904013,-2.174048
-1.85273412904013,-2.151691
-1.85273412904013,-2.10787
-1.85273412904013,-2.091214
-1.85273412904013,-2.069107
-1.85273412904013,-2.036518
-1.85273412904013,-2.032189
-1.85273412904013,-2.000272
-1.85273412904013,-1.973648
-1.85273412904013,-1.960017
-1.85273412904013,-1.957279
-1.85273412904013,-1.934489
-1.85273412904013,-1.928057
-1.85273412904013,-1.902501
-1.85273412904013,-1.888342
-1.85273412904013,-1.874299
-1.85273412904013,-1.870033
-1.85273412904013,-1.844213
-1.85273412904013,-1.817036
-1.85273412904013,-1.797299
-1.85273412904013,-1.777778
-1.85273412904013,-1.772238
-1.85273412904013,-1.753723
-1.85273412904013,-1.750396
-1.85273412904013,-1.741543
-1.85273412904013,-1.733807
-1.85273412904013,-1.729627
-1.85273412904013,-1.715668
-1.85273412904013,-1.692385
-1.85273412904013,-1.685467
-1.85273412904013,-1.652075
-1.85273412904013,-1.615127
-1.85273412904013,-1.614192
-1.85273412904013,-1.60574
-1.85273412904013,-1.595517
-1.85273412904013,-1.57721
-1.85273412904013,-1.563415
-1.85273412904013,-1.556563
-1.85273412904013,-1.509294
-1.85273412904013,-1.498573
-1.85273412904013,-1.482641
-1.85273412904013,-1.446082
-1.85273412904013,-1.423902
-1.85273412904013,-1.420626
-1.85273412904013,-1.403795
-1.85273412904013,-1.336506
-1.85273412904013,-1.32245
-1.85273412904013,-1.299066
-1.85273412904013,-1.276658
-1.85273412904013,-1.271137
-1.85273412904013,-1.218113
-1.85273412904013,-1.215171
-1.85273412904013,-1.171449
-1.85273412904013,-1.153243
-1.85273412904013,-1.069219
-1.85273412904013,-1.067603
-1.85273412904013,-1.050226
-1.85273412904013,-0.9771128
-1.85273412904013,-0.962071
-1.85273412904013,-0.9463148
-1.85273412904013,-0.9407448
-1.85273412904013,-0.912492
-1.85273412904013,-0.8544097
-1.85273412904013,-0.8152486
-1.85273412904013,-0.7686578
-1.85273412904013,-0.7395894
-1.85273412904013,-0.6986283
-1.85273412904013,-0.6212484
-1.85273412904013,-0.6026058
-1.85273412904013,-0.5864208
-1.85273412904013,-0.5654404
-1.85273412904013,-0.5268814
-1.85273412904013,-0.4876204
-1.85273412904013,2.367298
-1.85273412904013,2.417271
-1.85273412904013,2.420044
-1.85273412904013,2.444625
-1.85273412904013,2.665871
-1.85273412904013,2.676529
-1.85273412904013,2.709062
-1.85273412904013,2.756316
-1.85273412904013,2.863378
-1.85273412904013,2.871664
-1.85273412904013,2.918138
-1.85273412904013,2.926989
-1.85273412904013,2.959642
-1.85273412904013,3.013502
-1.85273412904013,3.024547
-1.85273412904013,3.124422
-1.85273412904013,3.136385
-1.85273412904013,3.182285
-1.85273412904013,3.185588
-1.85273412904013,3.192784
-1.85273412904013,3.197539
-1.85273412904013,3.21676
-1.85273412904013,3.216875
-1.85273412904013,3.220781
-1.85273412904013,3.227835
-1.85273412904013,3.2288
-1.85273412904013,3.240972
-1.69162681347143,-1.87968
-1.69162681347143,-1.863132
-1.69162681347143,-1.835263
-1.69162681347143,-1.82161
-1.69162681347143,-1.816628
-1.69162681347143,-1.794407
-1.69162681347143,-1.788207
-1.69162681347143,-1.781714
-1.69162681347143,-1.754244
-1.69162681347143,-1.752475
-1.69162681347143,-1.718748
-1.69162681347143,-1.714552
-1.69162681347143,-1.697186
-1.69162681347143,-1.677906
-1.69162681347143,-1.661297
-1.69162681347143,-1.658673
-1.69162681347143,-1.623722
-1.69162681347143,-1.615792
-1.69162681347143,-1.599253
-1.69162681347143,-1.591081
-1.69162681347143,-1.552958
-1.69162681347143,-1.511534
-1.69162681347143,-1.511475
-1.69162681347143,-1.493816
-1.69162681347143,-1.489651
-1.69162681347143,-1.447698
-1.69162681347143,-1.442198
-1.69162681347143,-1.405784
-1.69162681347143,-1.333292
-1.69162681347143,-1.319969
-1.69162681347143,-1.308613
-1.69162681347143,-1.284151
-1.69162681347143,-1.275021
-1.69162681347143,-1.258091
-1.69162681347143,-1.214798
-1.69162681347143,-1.18746
-1.69162681347143,-1.160227
-1.69162681347143,-1.078415
-1.69162681347143,-1.07719
-1.69162681347143,-1.018616
