-1.6916    1.8525
-1.6916    2.3019
-1.5305    2.2728
-1.3694    2.2501
-1.2083    2.2338
-1.0472    2.2235
-0.88609    2.2186
-0.72498    2.2152
-0.72498    2.2254
-0.72498    2.2267
-0.56388    2.1395
-0.56388    2.142
-0.56388    2.222
-0.56388    2.2369
-0.56388    2.2394
-0.40277    2.0749
-0.40277    2.0772
-0.40277    2.1646
-0.40277    2.1668
-0.40277    2.2268
-0.24166    2.0308
-0.24166    2.033
-0.24166    2.1146
-0.24166    2.1165
-0.24166    2.231
-0.080554    2.0085
-0.080554    2.0106
-0.080554    2.089
-0.080554    2.0907
-0.080554    2.233
0.080554    2.0085
0.080554    2.0106
0.080554    2.089
0.080554    2.0907
0.080554    2.233
0.24166    2.0308
0.24166    2.033
0.24166    2.1146
0.24166    2.1165
0.24166    2.231
0.40277    2.0749
0.40277    2.0772
0.40277    2.1646
0.40277    2.1668
0.40277    2.2268
0.56388    2.1395
0.56388    2.142
0.56388    2.222
0.56388    2.2369
0.56388    2.2394
0.72498    2.2152
0.72498    2.2254
0.72498    2.2267
0.88609    2.2186
1.0472    2.2235
1.2083    2.1384
1.2083    2.2338
1.3694    1.7496
1.3694    2.2501
1.5305    2.2728
1.6916    2.3019
